,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
208,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711.111111,4485777644.444445,5377268848.529445,7184863276.545356,9664067929.6561,14947491056.46053,45412971909.37945,46773303720.89322,64005623870.32267,74188363505.85316,80265732292.58325,111859726428.7375,164541658298.5959,184291888767.19144,153238991868.8755,129171602025.14703,119624918956.20943,103897892810.97874,86962013010.55522,85695941760.04514,88256162068.97249,95344352823.69693,117630271802.48038,132223268491.32176,137087876662.21628,132967901415.22029,135174886488.65154,143343036341.78906,158662398744.99332,165963557409.87982,146775498080.0,161716960000.0,189514926213.33334,184137469733.33334,189605920240.0,215807655253.33334,258742263040.0,328459700114.75543,376900135727.63684,415964583055.37024,519796738640.0,429097899280.0,528207332640.0,671238840106.6666,735974843360.0,746647127413.3334,756350347333.3334,654269902880.0,644935541440.0,688586244293.3334,786521831573.3334,792966838160.0,700117873253.3334,
209,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307333333.3333335,1419333333.3333335,1541666666.6666667,1568333333.3333335,1611333333.3333335,1679333333.3333335,1723000000.0000002,1865666666.6666667,1947333333.333334,2144333333.3333335,2437666666.666667,2656000000.0,2882000000.0000005,3571666666.666667,4595000000.0,5598000000.000001,6979333333.333334,8704000000.0,7670500000.0,9032250000.0,7459833333.333334,10016500000.0,9240000000.000002,8230153846.153847,9701357142.857143,12403733333.333334,15769062500.0,20155555555.555557,15399166666.66667,15291507936.507936,12408647540.983606,11379222222.222223,7034219712.525667,8881785938.480854,12794192334.254143,13829744878.636599,9018243044.451551,11681494637.304054,11250327988.04781,10682045258.36468,12257418326.073427,15716489369.926556,18136839087.00771,21355576672.541958,26645490675.041683,35182105414.39185,45264519502.64794,59440139774.81277,64831935604.2484,51621044076.92307,58962978034.48276,55018567210.52632,37632919966.666664,43024018082.19178,49516748617.97752,51726758676.76768,42630376000.0,41283617976.190475,30964349684.705883,26155799324.86631,21329109521.80767,
210,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692374.5578889,1058975265.5888301,1085475573.4895897,1122139637.2569263,1188930567.7136333,1210058396.0602975,1246908373.7428524,1246480958.513851,1309384830.1907058,1245234806.8954566,1297407828.6095705,1339548823.6685534,1620857277.1933787,1863398448.3259218,2099324949.8460479,2830388404.878451,2869777812.4100847,2938046307.228941,3280354339.3934126,4084878667.856156,4510107330.120736,4095892072.290883,4013950868.4594607,3569356462.078957,3485165160.5753384,3818944603.0069027,5392093507.648238,6487352282.671428,6418419798.131766,6366039352.622674,7390967034.673635,7255210700.978955,7769817869.310647,7367985694.791615,5034588159.286116,6326342962.93447,6559712550.659522,6041478436.080425,6505607633.3693695,6592835457.687604,6013184809.238984,6507824767.063031,7006402592.454634,8768721956.332275,10076817278.10247,11009032665.387596,11697918802.792206,13994218939.243101,16853991176.90583,16145868284.564486,16121314670.965288,17814284622.171825,17660871725.9977,18918668644.194084,19797254643.121227,17774766636.04594,19040312815.13371,20996564751.599354,23116699808.172344,23306213742.36019,24644234594.656574,
211,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704756304.7171044,764634783.7449367,826244609.9568797,917614007.5787274,894159153.2732263,974650463.8703777,1096432771.4621718,1238043904.351235,1425715405.7232459,1659904612.5702338,1920586698.0269177,2263785443.6168823,2721440980.758514,3696213333.3333335,5221534955.644177,5633673929.993024,6327077974.107029,6618585073.660353,7517176354.841354,9296921723.834652,11896256782.856619,14175228843.63908,16084252378.473043,17784112149.53271,19749361097.964977,19156532745.769066,18586746056.99741,20919215578.212547,25371462488.129158,30465364738.620552,36144336768.702255,45466164978.29233,52130263965.623085,60603478153.23679,73690847191.30548,87810991957.10455,96295886524.82271,100124191810.34483,85728310229.44551,86284660766.96165,96074477958.23666,89794943349.89116,92537752708.5893,97645448283.77913,115035498757.54349,127807618360.97092,148630373214.17334,180941941477.0088,193611986712.84186,194152286008.9378,239809387605.42722,279351168707.26666,295087220933.0239,307576360584.9916,314851156183.41095,308004146057.6084,318763807455.6641,343337750742.26953,375981539145.9075,374386306993.1095,339998477929.9848,
212,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.032563843,28084252.758274823,28606411.39804096,,50056882.82138794,40606712.05063896,55272108.84353741,84539332.28256197,74617096.47859667,83099107.9066357,93147039.25482368,111022089.9622296,151270207.852194,183170656.7395822,194215751.96803862,192564263.49467564,181096595.48405206,181359232.5313044,165454831.97504163,147573930.53661487,155244493.43530032,176709270.0310248,172681320.8351688,214727767.6381228,227641078.53248858,269116491.92309004,300843868.6200082,402868080.4520873,469479432.7490531,510598923.2839839,526514030.5092954,457679209.23664755,488001488.1875116,419933580.931046,409435392.19401294,346431958.2740635,352522682.1567034,397611126.6984649,476898763.59579813,538668769.301531,620230005.2273915,699157190.9807819,735940409.6834265,846797693.5953871,1049952233.2587386,1190994126.6043072,1284698922.227852,1335538893.3331525,1307061543.7098057,1378551118.4922373,1483758906.6105433,1574599182.6469665,1570093229.2558787,1545888426.2303066,
213,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009471.56704026,327834680.5571025,342721579.8176362,348546952.1343678,371848114.74795556,359379856.2480575,375479849.8080601,348795303.0003852,329860091.9440368,408690163.4760654,434410373.7641495,419549425.0770856,465381089.9845401,575230234.3870584,648590642.9398885,679335901.1174507,594895672.3338485,691777758.3951155,960728338.9364303,1109374722.0829353,1100685844.9228423,1114830471.9178672,1295361885.9241917,995104305.3470745,1087471861.9892826,856890498.6258342,490181456.6244097,701307602.2844303,1055083945.3773758,932974411.9171417,649644826.8004473,779981458.9214889,679997997.5971166,768812334.8017621,911915970.6834838,870758739.4067796,941742152.7098947,850218033.6220071,672375927.3471477,669384768.8726305,635874002.1987478,1090467712.307731,1253340519.533111,1385810072.1921716,1448536630.8814273,1650494366.9987497,1885112201.852778,2158496872.857964,2505458705.0333843,2453899846.8831687,2578026297.159125,2942546781.0454803,3801862611.3641376,4920343194.993393,5015157815.734061,4218723875.1379037,3674794530.189564,3719369107.3499193,4085114794.2232366,4076578542.5620685,4063289449.587954,
214,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000.0,929520000.0,976200000.0,1009760100.0,1049400000.0000001,1132920000.0,1186120000.0,1263720000.0,1442320000.0,1665880000.0,1884120100.0,2328280100.0,2941640100.0,3127960000.0,3463639900.0,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4817542204.026731,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26896660000.0,24638720000.0,
215,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098657.5751119,1005159388.2439654,1077413479.0528233,1168269230.7692308,1464326160.815402,1723750000.0,1785847531.401567,1908167105.758374,2185874623.5970435,2393437820.418925,2056126701.8616283,1881214370.9399445,1813752783.9643652,1604779647.9506617,1678841811.6615753,1673973694.6990833,1419394771.2102852,1468377272.1385877,1528630707.4979439,1655300872.5342703,1616369645.9963503,,
216,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.7760253,191659914.37603426,203531927.547229,216145935.94162562,229529912.66803494,243724533.17280096,257374455.75326547,271780364.837811,286718279.69032186,306357284.5714286,322600009.14285713,331102742.1934181,416942436.92783767,507028428.241662,467577432.2478157,710850226.5289912,807275808.737093,498550873.04347825,564986059.6685083,590419855.1181102,603592656.8222091,699112266.8357642,774419569.699066,733901365.9353542,788307213.4382352,876404617.6565007,930318705.3322015,1009792724.3977171,1038291284.4969462,1092392963.1990004,917044228.0126789,,,,,,,,,,,,,,,,,,,,,,,4574495666.994862,5021956321.118606,5331761394.255009,5529873479.871528,5609000000.0,5850677295.698576,6476674591.873483,6965285324.522068,
217,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16832598870.056498,21818007448.78957,25676487999.594067,19457979423.376003,19388663551.001156,6875845986.521209,12960538723.75911,17120906918.350328,22482365321.765587,26141968161.092403,27683225959.24681,32482070360.32038,43170990616.47292,52194221468.500725,45162894380.9318,41819468691.82505,49258136128.967155,43309252921.05673,48394239474.67616,47062206677.653946,39655958842.54775,40692643373.03274,44179055279.88872,50640650221.46222,51514222381.84278,53335016425.41485,
218,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,29946997989.552956,31117553148.887783,33714083049.379646,38626103474.896866,37722166312.81351,42015986758.17124,45334984123.59874,44817735533.593575,47923809672.393166,54802073010.27012,64486947344.04245,65584431528.35636,74094989968.05045,94799650018.76302,123624352291.06927,136500933159.03943,147927952697.1401,162777032219.44733,180139699080.59125,216571945116.58713,272940299019.9556,380471595194.4168,350168743722.17444,305027653951.0217,266488656443.88834,252833976425.50558,260510064576.97275,296592209827.98315,304525579427.8929,302864632240.2829,341465581234.46704,344538613848.0522,342444390686.81287,333653580012.2777,324547890034.17426,375911374158.3128,392422784477.25916,407317334356.62396,394126089456.5037,397994761833.2817,422468703746.1192,405356535383.3039,440595048362.95355,555478327511.6195,690688110253.9141,820415757880.7936,967220472242.8755,1120944610222.6895,1273718849953.0127,1218451334783.242,1437689406308.454,1612935944871.5884,1676823602749.2734,1783701881195.7732,1848430683154.0957,1679282214816.954,1562471245754.7249,1667569037259.9124,1752997158519.1313,1802899488968.8132,1704320048486.975,
219,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.063168,12231264525.067104,14602072410.950586,14907308932.75343,11931472169.491526,18426469016.94915,13962212847.457626,11997800760.224182,,,,,,
220,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,29958061944.63016,31128039841.467815,33725538166.033573,38638594737.99076,37736391378.60155,42030091116.24682,45349759759.38066,44832767019.76407,47937968234.81669,54816104626.63157,64502420619.2278,65603767454.23148,74123349937.71666,94833350413.26215,123662732873.64171,136543507921.60152,147971268250.9227,162836148279.799,180220856503.3697,216696670485.1104,273082993743.45752,380616247523.5532,350307502389.8893,305167331602.7496,266635038203.0337,252999515031.48508,260716241193.03815,296840127854.1583,304809253153.1973,303169901074.453,341835309132.8061,344914198108.7039,342880381613.15985,334130610119.6871,325037790478.5626,376422678214.6117,392928616791.2162,407883836187.6137,394738938823.5153,398622414258.54407,423087770312.5563,405983279511.0803,441297738911.3214,556188086098.9111,691531928615.2888,821339098494.4156,968240932235.4261,1121980804861.4717,1274686097795.8652,1219298578810.2546,1438659084421.256,1614001424232.478,1677883344952.5303,1785030038804.604,1849773690999.1406,1680659709870.9956,1563897897523.5466,1669097279286.2751,1754544849278.575,1804482330027.708,1705379934850.6116,
221,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7871345584.371621,8855637583.092958,10433492402.216753,13002648842.534721,20198276930.225,22993381875.01543,26247009944.5919,29805833773.562977,32045912080.151676,39768847418.00226,52919781977.04434,54682806939.54972,54423739873.372826,52651924857.22211,52168625449.69789,50249044986.42287,49319167812.12164,56334387306.71518,62037928015.988556,64541989169.54241,74735513586.88353,76319898937.68636,81198652882.79294,80092773731.55458,84285950115.48605,95870341561.00165,101912077089.07343,108977685154.74847,108832345095.57216,116632628130.29982,129062581247.9783,129578896927.03006,138660041228.3565,165859303927.0221,199640466372.48114,237865672328.5997,277063733087.855,332118867237.792,399976736419.3823,342525336119.24884,393562327094.90326,474347091560.5731,494440640511.8893,514131498470.8367,529931384012.06555,452216089879.0632,444942449673.33765,479984156106.0311,527533444521.3096,519587425264.176,451423668844.1662,
222,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75951210.68524446,85171308.16544348,102085583.46527451,114582561.62709673,136450274.67323357,142775597.25591633,149146423.0837421,188021190.59284663,187820464.5710584,196652514.26725528,231489270.14452913,250680845.74783722,300554483.61162645,346528329.1832267,316066072.34375423,345495614.9799824,375614126.193877,412253809.728799,427425039.68433946,472914469.9193296,
223,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339449999.99999994,409850000.0,465500000.00000006,505499999.99999994,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.8823529,605492537.3134328,691590497.7375566,861411471.3216957,926422500.0,1110850000.0,886290697.6744186,947671969.6969696,834279357.7981651,1093574468.0851064,1274190311.4186852,1484092538.405267,1793388732.2912471,2626380435.178773,2936612021.8579235,3532969034.608379,3875409836.0655737,4368398047.643331,4422276621.787026,4980000000.0,5145757575.757576,5240606060.606061,5126291450.815114,3317438910.830684,3591623596.0308237,3996247906.1976547,3984483762.3712254,2884248048.4906826,
224,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.076181,14272201755.470392,15495514296.804243,16520676973.5301,20162936291.375015,25840146405.228756,27925036755.386562,27706028095.615723,29856000671.21602,30463670123.593117,29242558796.55065,30778781606.95752,35297794385.68634,46919965224.149704,57437444469.08702,62808723476.71904,70767338922.44107,86563986799.25047,100879902984.98279,89399303222.15501,90801178162.25017,99492917848.58969,94253181330.38908,98569320342.5842,101089178418.02905,88636928904.64488,89674927723.24225,95393515077.74722,105612792516.58188,105284375640.69788,105172564491.56917,
225,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352224019.409626,21507232648.725212,20763101740.696278,22146231967.686092,22711384311.14041,20289627636.676712,20876309970.385,23489890274.314217,29634713641.096844,34414784504.235176,36206395970.65041,39481045038.2637,48067401207.397804,55779427739.66093,50567734885.961296,48208240226.450096,51583869785.18493,46577793184.003136,48415657264.875824,49997186439.09159,43107506024.32537,44766722790.5826,48589100043.095375,54163591695.31996,54178877605.999916,53589609580.70988,
226,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822585033.576399,17212686614.5726,18667251380.074615,20204870629.744133,22532416750.012466,24795499685.774994,26971486546.284794,29275995674.68876,31066819929.285286,33738102482.15581,38092452060.620125,41566412922.60872,48954145808.83588,59404966684.22137,66013338964.72496,82885397620.53851,89362071672.90341,94468740851.48161,104442351222.7509,123386410160.7147,142092068280.6885,129686938223.3282,114380557730.87575,105014356666.7971,109201362581.30031,114123537581.79431,150498057723.6229,183009638350.8927,206986674500.58752,217948315624.56372,261846194498.88492,274229034311.69904,284321115594.6289,212953336588.12344,229033566614.82632,267305875261.09933,291743811512.07874,268146144677.7299,270809066780.7142,274072182416.73123,262835454366.8551,242395852494.409,266849061835.6595,334337212322.0756,385118044877.46466,392218088878.77856,423093437423.7619,491252589217.02075,517706149201.19556,436537014293.5535,495812558843.31036,574094112972.7327,552483727282.8025,586841821796.8911,581964017237.0946,505103781349.7569,515654671469.54694,541018749769.0971,555455371487.0894,533879529188.45374,541220059459.25006,
227,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076158.47683046,43025199.49601008,45927061.45877082,54128377.432451345,64979280.41439171,70278594.42811143,76858462.83074339,74758504.8299034,79798404.03191936,105417891.64216715,112137757.24485509,136465324.38478747,146741251.4635098,221902017.2910663,264311994.11331862,288302907.3698445,272539098.4360626,304047838.0864765,340616375.3449862,412093133.76098835,542000513.6106831,570761166.8185961,537575980.8436176,555336145.7678844,494475699.85765606,360075380.2665231,449146608.31509846,584135559.9214145,692016714.3171322,696915430.6630571,1114703088.161404,1156141998.3341181,1284766234.2215989,1357206995.7462435,1419293454.9960573,1698982437.760194,1602760100.481474,1716699913.1944447,1576904292.458803,1547884442.2620509,1738100853.0505202,1542477308.8940773,1432228125.266823,2197612701.098523,2770082791.504118,3178126491.909487,3291353835.930001,3469363996.3664236,3294093485.2079597,3580417066.9247203,4438778424.302027,4820499924.253901,4886533032.886723,4597532029.704509,4422968339.67584,4063245671.2928457,3816022046.8265624,4402969225.921647,4665420238.517836,4495679480.968859,3972728948.4708834,
228,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.4748603,985865921.7877095,1022905027.9329609,1245251396.6480446,1253072625.698324,1263687150.8379889,1191620111.7318435,1185474860.3351955,,,
229,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012012.012012012,11592011.592011593,12642026.571896391,13923029.26439752,15393032.354152914,15603032.795546543,16443034.561121052,16632032.814018313,16074027.349603906,16452027.992763685,18432031.361695856,21965951.721304826,30645121.012949865,36896278.22356293,43134498.692965664,47803145.95603026,49278979.54714573,64526398.658536114,85552369.91418402,127261099.24395965,147357222.77980226,154902869.02139026,147912069.7657497,146712850.50924766,151313241.98249218,168887539.1308176,207850623.63709396,249267039.78267452,283828769.02992547,304832867.393246,368584758.94245726,374359556.0849262,433667193.81479526,473916819.4538261,486451204.5571423,508221508.22150826,503068472.20266,562958836.5199053,608369282.2257273,622985493.6827328,614879764.7800063,622262057.1916347,697518248.1751825,705704816.042365,839319927.2727273,919103254.5454545,1016418229.2515897,1033561654.0567966,967199593.9601573,847397850.0944166,969936525.2987288,1065826669.8974235,1060226125.6261593,1328157608.8308716,1343007845.0446773,1377495054.041265,1426651768.8218865,1528242026.362644,1547690759.4436257,1582841058.8947875,1059886363.6363635,
230,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4078212,945244972.0670391,1110565880.7588074,1200447408.3769634,1339494267.0157068,1329842434.5549738,1321204502.6178012,1443717801.0471206,1562303429.3193717,1796596910.9947646,1780104712.041885,2097643979.0575917,2415706806.2827225,2579219250.6375465,4244670160.290506,5566756756.756757,6417632802.891821,6882292993.630573,8251974522.292994,9929681528.66242,13062420382.165606,16758471337.579618,17525605095.5414,18672866242.038216,19195414012.738853,21203821656.050957,25460636942.67516,32538089171.974525,16574342984.4098,18609532293.986637,23904498886.414253,27756258351.893097,33107349665.92428,36860133630.289536,45086948775.05568,50866369710.467705,61546280623.60802,66420400890.8686,70418173719.37639,72970334075.72383,80590022271.71492,86771314031.1804,90558485523.3853,95693808463.25168,112863340757.23831,134203830734.9666,153799910913.14032,180030111358.57462,218089977728.2851,224561692650.33408,252518218262.80624,64315437939.010765,42807315975.534164,20345458470.842705,21239000398.08262,16492072144.212456,12356980638.814285,16112991411.878963,21490335085.83657,22777882165.111507,,
231,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.0,366707910.0,409753640.0,485598810.0,578645760.0,721891470.0,773489740.0,862683630.0,703175750.0,686787810.0,728789570.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,
232,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582729.4264853,333975338.83416015,357635713.87692195,371767002.65599823,392247517.60201615,416926302.96350867,432794922.45983505,449826322.9950723,453980096.6545034,471635620.92443126,469266736.60517704,501866730.7225611,585427545.7237123,647199482.8280607,652532796.0667027,864602103.3031505,866044961.0482053,935360466.3513969,1113920122.612117,1004316495.1116463,1033002401.8254577,876937559.7250379,834369860.4272919,832415805.9563266,919103735.3229209,1033069709.9950732,1067828247.2357662,1163426850.6501517,1482597298.8871794,1433686309.8364236,1738605558.0543175,1877138041.6430795,1881847676.8075173,1463251055.400678,1179837954.721925,1445919969.8927214,1607345450.0457823,1544689502.8247156,1744794457.276001,1534673583.2487004,1388506726.6209335,1710843360.6495488,1997005786.5411816,2742815194.5499325,4422855929.21428,6649307057.033135,7428701809.405971,8650138068.631607,10393834720.852018,9290728773.357227,10668102734.813234,12172309522.61715,12367363677.619883,12953535495.878109,13940768065.606321,10950392219.910398,10097778353.765135,10000395242.14566,11239167048.49162,11314951342.780731,10829076801.729021,
233,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,81224998644.52592,71507028612.35701,65298535416.491776,70737726805.61598,81640221384.86082,95037886874.55717,103921411506.98344,100855345604.98006,102125630175.926,114623700975.9609,127296133183.01282,136859202574.20189,155212815533.14413,195291131260.84195,220922441422.01135,248292438698.81647,252312902234.88916,291214477760.8468,282398925394.5195,327143285583.7235,377558527916.62726,403044991085.6923,423156061402.18335,443282565253.98737,480299530170.84344,525668407616.47705,524371895366.7285,518288787960.101,574763032673.7638,621593456816.3483,666362972987.2308,722756717966.8835,810051733136.6694,889186270832.1171,1069988869120.8788,1320147989077.1091,1516192986865.716,1569692099141.4895,1429636961371.8562,1573333431368.3816,1732082407187.035,1844711092715.5295,2041297424048.4502,2308355283409.0625,2678513725959.5356,3102518849599.984,3735587391810.903,4721397392609.542,5970838982031.95,6475776716046.987,7847738925829.127,9595845254012.877,10705343375492.799,11813186197924.91,12734944483410.662,13264224627406.992,13542946740899.365,14800506807477.916,16553933355619.686,17113644754522.814,17426659793626.225,
234,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980204307378.1766,951630587536.9929,1011314520516.2837,997975195164.2667,939237237523.562,928252008793.2635,834784159890.0006,924104463540.2306,950558286308.1398,980366748265.5325,947759560362.1819,821571386122.4523,894261170056.4004,909748964086.0167,1023022746676.6615,1257924182661.5305,1628132630098.8328,2040036527869.1423,2467590122723.825,3173623845454.394,3929049124644.694,3114717816270.348,3659632190936.2886,4444804663240.086,4641048426844.027,4920928160403.575,4646593520129.38,3627106551426.5073,3490782809413.0723,3912599713398.0693,4073645764077.8164,4153453159866.142,3876733319266.9497,
235,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121128073.11402227,126396469.70705794,132237441.63086258,143255784.51075113,166104067.6300427,187300336.36536878,216136263.91249698,231706475.46411416,241956910.65810272,267732446.37841272,253976626.16663852,286537524.99033076,335677636.893737,406479906.1596524,560437742.5949721,617321669.3908767,619375134.1805102,777435020.4758472,824263841.539264,891775906.6310145,1136408814.196922,962347000.9917879,821651918.724626,765746590.6168486,718148959.6108721,762359722.7014021,1060911735.2606467,1249099130.0227659,1378847487.4113727,1352949662.7517214,1628427515.418813,1602299862.9243028,1692959110.180217,1233496846.3349326,982624324.5058985,1309382885.3302946,1465448290.341322,1498950899.087737,1587345950.9743,1576672791.6548126,1491891107.9571056,1482437752.0573864,1706698099.4451308,2115836353.120397,2259992642.2901444,2281482855.4651756,2351584608.4112263,2662612348.4409895,3323677130.044843,3379258564.9724193,3429461495.4133463,3872459249.746312,3873308389.300063,4321655656.331773,4574986536.90791,4180866177.03946,6031632168.173909,6395472574.414452,7112200725.002317,7220395247.742405,7574636978.661729,
236,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760747471.886242,3034043574.0607076,3308912796.934866,3540403456.5530486,3889129942.307692,4388937649.038462,5279230817.307693,5638461442.307693,6081009427.884615,6695336567.307693,7086538437.5,7375000024.038462,8177884552.884615,10838587357.74659,13703000530.058748,14882747955.032803,16985211146.023796,19779315170.023678,24006570178.15609,27371699082.712585,32353440726.885582,34846107862.367325,36589797857.40062,40042826244.23372,41797592963.44239,38900692712.14961,43096746122.461395,50535438696.40941,61667199834.74276,72250877410.31825,85343063965.91818,98234695722.03412,111452869378.46703,128889318946.58682,146683499005.96423,169278753531.9805,183035114648.39972,150180619366.6047,113675561057.46214,126669064386.717,126392233706.78952,120296476180.40192,134300851255.00174,152280677649.0553,172895749632.04584,189318549680.38367,221758196504.9364,262942476722.42468,291382991177.6978,281710416557.29193,341104820155.4644,370819140946.5527,397558222957.1696,420333203150.4264,407339454060.67773,401296437424.99493,413366150655.59094,456356961443.497,506611070188.3615,544263840039.1657,501643653514.9247,
237,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395852.119026,1352000000.0,2156666666.666667,1644325581.3953488,1518796992.481203,1231040564.3738978,1043654822.3350254,921572114.5296105,1320242080.8653104,1086605267.409921,860521119.2987527,1080768906.5002952,1221120798.8133569,1555301496.04756,2076182460.8651743,2312327536.4178915,2830220713.073005,3719506172.839506,5161337336.403649,4979481980.350979,5642178579.58438,6522732202.5074835,7633049792.093209,8448469837.538307,9112544556.059624,8271454300.59548,6992393787.408911,7536439875.083337,7765014424.337792,8300784856.87904,8194150301.785524,
238,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358819.7598476,3010982414.243644,3006988216.550767,3189539641.3158464,3208098919.0145984,3200539816.0600963,3179225948.5811377,2561118608.3551626,2482228439.7140694,2378759975.4450583,2450349634.4743605,2605688065.0833807,2450564467.583152,2904662604.820529,3534803921.5686274,4461978498.865766,5977560877.440128,6838351088.466884,8103901996.370235,10276674364.896074,12664165103.189493,19271523178.807945,20214385964.91228,22583157894.736843,29233333333.333332,35164210526.31579,39197543859.649124,43524210526.31579,35799714285.71429,36169428571.42857,37926285714.28571,40765428571.42857,45231428571.42857,,
239,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,79494964852.98586,84140069282.35103,92113796550.6558,93696328249.56483,103890605689.4721,111547757885.5766,122805004113.17972,124961669642.66405,133950534427.91139,149579912224.48135,163015231630.5759,181262637025.46808,203589128074.35187,273159243891.1234,357287853747.9533,373507163230.68097,410183004560.36804,451330754859.00714,510038452103.77466,607149527030.3724,742550513647.2843,851655980487.2158,784911940252.9825,680590824434.68,676615199612.3234,707251912755.7599,709956566563.5168,750093767804.1511,838089204662.7936,863946310383.4141,1038065372867.6827,1121934590251.0422,1230628370183.928,1435306410895.374,1687108368415.4084,1833716919933.6536,1993066196164.3547,2186263806342.061,2199609601018.74,1968530757708.354,2177400505299.6257,2119382460753.1865,1886133503624.775,1920990781315.4832,2224990728459.0728,2709273103155.4214,3186252422899.6123,3773589067887.413,4407523301888.312,4129489049517.7373,5159145710518.224,5885157581447.082,5942534525836.947,6090591227709.324,6209687027074.932,5142581183179.609,5014502216212.057,5590908813814.498,5462065046113.99,5376512716922.102,4478206456171.963,
