,SYMBOL,START_DATE,END_DATE,PERCENTAGE
567,^GDAXI,2011-03-15,2011-03-18,20
568,^GDAXI,2011-08-02,2012-03-13,15
569,^GDAXI,2011-08-04,2012-02-02,20
570,^GDAXI,2011-08-08,2011-10-27,25
571,^GDAXI,2011-08-09,2011-08-15,30
572,^GDAXI,2011-08-18,2011-10-11,30
573,^GDAXI,2011-09-05,2011-09-08,35
574,^GDAXI,2011-09-09,2011-09-15,35
575,^GDAXI,2011-09-22,2011-09-27,35
576,^GDAXI,2011-10-04,2011-10-06,35
577,^GDAXI,2011-11-01,2012-01-12,25
578,^GDAXI,2011-11-21,2011-11-30,30
579,^GDAXI,2011-12-14,2011-12-21,30
580,^GDAXI,2012-01-13,2012-01-17,25
581,^GDAXI,2012-03-23,2012-03-26,15
582,^GDAXI,2012-03-29,2012-04-03,15
583,^GDAXI,2012-04-04,2012-08-14,15
584,^GDAXI,2012-04-23,2012-04-25,20
585,^GDAXI,2012-05-07,2012-07-04,20
586,^GDAXI,2012-06-01,2012-06-11,25
587,^GDAXI,2012-06-12,2012-06-15,25
588,^GDAXI,2012-06-26,2012-06-27,25
589,^GDAXI,2012-06-28,2012-06-29,25
590,^GDAXI,2012-07-05,2012-07-17,20
591,^GDAXI,2012-07-23,2012-07-30,20
592,^GDAXI,2012-08-15,2012-08-16,15
593,^GDAXI,2012-08-23,2012-08-27,15
594,^GDAXI,2012-08-30,2012-09-03,15
595,^GDAXI,2012-09-04,2012-09-06,15
596,^GDAXI,2014-10-16,2014-10-17,15
597,^GDAXI,2015-08-20,2015-10-23,15
598,^GDAXI,2015-08-24,2015-08-27,20
599,^GDAXI,2015-09-18,2015-10-07,20
600,^GDAXI,2015-10-08,2015-10-09,20
601,^GDAXI,2015-10-14,2015-10-15,20
602,^GDAXI,2015-12-10,2015-12-17,15
603,^GDAXI,2015-12-21,2015-12-23,15
604,^GDAXI,2016-01-04,2016-08-10,15
605,^GDAXI,2016-01-07,2016-01-13,20
606,^GDAXI,2016-01-14,2016-03-14,20
607,^GDAXI,2016-02-04,2016-02-18,25
608,^GDAXI,2016-02-24,2016-02-26,25
609,^GDAXI,2016-03-15,2016-03-16,20
610,^GDAXI,2016-03-17,2016-03-23,20
611,^GDAXI,2016-03-24,2016-03-30,20
612,^GDAXI,2016-04-01,2016-04-14,20
613,^GDAXI,2016-05-04,2016-05-10,20
614,^GDAXI,2016-05-12,2016-05-25,20
615,^GDAXI,2016-06-10,2016-06-21,20
616,^GDAXI,2016-06-24,2016-07-13,20
617,^GDAXI,2016-06-24,2016-06-28,25
618,^GDAXI,2016-08-17,2016-08-18,15
619,^GDAXI,2016-08-19,2016-08-30,15
620,^GDAXI,2016-09-01,2016-09-05,15
621,^GDAXI,2016-09-12,2016-09-23,15
622,^GDAXI,2016-09-26,2016-10-06,15
623,^GDAXI,2016-10-07,2016-10-11,15
624,^GDAXI,2016-10-12,2016-10-18,15
625,^GDAXI,2016-11-01,2016-11-10,15
626,^GDAXI,2016-12-01,2016-12-06,15
627,^GDAXI,2018-10-11,2018-10-16,15
628,^GDAXI,2018-10-19,2019-03-01,15
629,^GDAXI,2018-12-06,2018-12-13,20
630,^GDAXI,2018-12-14,2019-01-18,20
631,^GDAXI,2019-02-08,2019-02-11,20
632,^GDAXI,2019-03-05,2019-03-06,15
633,^GDAXI,2019-03-07,2019-03-15,15
634,^GDAXI,2019-03-21,2019-04-01,15
635,^GDAXI,2019-08-13,2019-08-19,15
636,^GDAXI,2019-08-26,2019-08-27,15
637,^GDAXI,2020-02-28,2020-03-03,15
638,^GDAXI,2020-03-06,2020-06-02,15
639,^GDAXI,2020-03-09,2020-05-21,20
640,^GDAXI,2020-03-12,2020-04-14,25
641,^GDAXI,2020-03-12,2020-03-31,30
642,^GDAXI,2020-03-16,2020-03-24,35
643,^GDAXI,2020-03-16,2020-03-17,40
644,^GDAXI,2020-03-19,2020-03-20,40
645,^GDAXI,2020-04-01,2020-04-06,30
646,^GDAXI,2020-04-15,2020-04-17,25
647,^GDAXI,2020-04-21,2020-04-27,25
648,^GDAXI,2020-05-14,2020-05-15,25
649,^GDAXI,2020-05-22,2020-05-25,20
650,^GDAXI,2020-06-15,2020-06-16,15
651,^GDAXI,2020-10-28,2020-11-03,15
652,^GDAXI,2022-02-24,2022-02-25,15
653,^GDAXI,2022-03-02,2022-03-16,15
654,^GDAXI,2022-03-07,2022-03-09,20
655,^GDAXI,2022-04-26,2022-04-29,15
656,^GDAXI,2022-05-02,2022-05-03,15
657,^GDAXI,2022-05-06,2022-05-16,15
658,^GDAXI,2022-05-19,2022-05-20,15
659,^DJI,1992-10-05,2022-06-07,10
660,^DJI,1997-10-28,1997-10-29,15
661,^DJI,1998-08-31,1998-09-16,15
662,^DJI,1998-09-01,1998-09-02,20
663,^DJI,1998-09-17,1998-09-28,15
664,^DJI,1998-09-30,1998-10-16,15
665,^DJI,1998-10-08,1998-10-09,20
666,^DJI,2000-02-24,2000-02-29,15
667,^DJI,2000-03-07,2000-03-16,15
668,^DJI,2000-10-18,2000-10-19,15
669,^DJI,2001-03-14,2001-04-16,15
670,^DJI,2001-03-22,2001-03-26,20
671,^DJI,2001-04-04,2001-04-05,20
672,^DJI,2001-08-30,2001-12-06,15
673,^DJI,2001-09-17,2001-10-26,20
674,^DJI,2001-09-19,2001-10-03,25
675,^DJI,2001-09-21,2001-09-24,30
676,^DJI,2001-10-29,2001-11-07,20
677,^DJI,2001-12-10,2001-12-24,15
678,^DJI,2002-01-02,2002-01-03,15
679,^DJI,2002-01-11,2002-02-26,15
680,^DJI,2002-04-25,2002-05-02,15
681,^DJI,2002-05-03,2002-05-09,15
682,^DJI,2002-05-10,2002-05-14,15
683,^DJI,2002-05-28,2003-12-15,15
684,^DJI,2002-06-14,2002-06-17,20
685,^DJI,2002-06-21,2003-09-03,20
686,^DJI,2002-07-10,2002-08-20,25
687,^DJI,2002-07-19,2002-07-29,30
688,^DJI,2002-07-24,2002-07-25,35
689,^DJI,2002-08-02,2002-08-08,30
690,^DJI,2002-08-21,2002-08-22,25
691,^DJI,2002-08-26,2002-11-29,25
692,^DJI,2002-09-05,2002-09-06,30
693,^DJI,2002-09-17,2002-10-21,30
694,^DJI,2002-09-30,2002-10-02,35
695,^DJI,2002-10-04,2002-10-14,35
696,^DJI,2002-10-29,2002-10-30,30
697,^DJI,2002-12-02,2003-06-02,25
698,^DJI,2003-01-24,2003-03-21,30
699,^DJI,2003-02-13,2003-02-14,35
700,^DJI,2003-03-07,2003-03-14,35
701,^DJI,2003-03-24,2003-04-03,30
702,^DJI,2003-04-04,2003-04-07,30
703,^DJI,2003-04-09,2003-04-15,30
704,^DJI,2003-09-12,2003-09-15,20
705,^DJI,2003-09-25,2003-10-02,20
706,^DJI,2004-05-10,2004-05-26,15
707,^DJI,2004-07-22,2004-07-28,15
708,^DJI,2004-08-05,2004-08-19,15
709,^DJI,2004-09-27,2004-09-29,15
710,^DJI,2004-10-13,2004-10-29,15
711,^DJI,2008-01-18,2008-01-24,15
712,^DJI,2008-03-04,2008-03-05,15
713,^DJI,2008-03-06,2008-03-12,15
714,^DJI,2008-03-13,2008-03-19,15
715,^DJI,2008-06-18,2011-02-07,15
716,^DJI,2008-06-27,2008-07-18,20
717,^DJI,2008-07-24,2008-07-30,20
718,^DJI,2008-08-01,2008-08-06,20
719,^DJI,2008-08-19,2008-08-22,20
720,^DJI,2008-08-26,2008-08-27,20
721,^DJI,2008-09-04,2010-11-05,20
722,^DJI,2008-09-17,2008-09-19,25
723,^DJI,2008-09-29,2010-01-14,25
724,^DJI,2008-10-06,2009-10-15,30
725,^DJI,2008-10-08,2008-11-03,35
726,^DJI,2008-10-10,2008-10-14,40
727,^DJI,2008-10-16,2008-10-17,40
728,^DJI,2008-10-22,2008-10-29,40
729,^DJI,2008-11-05,2009-08-04,35
730,^DJI,2008-11-12,2008-11-28,40
731,^DJI,2008-12-01,2008-12-08,40
732,^DJI,2008-12-11,2008-12-16,40
733,^DJI,2008-12-22,2008-12-31,40
734,^DJI,2009-01-12,2009-06-02,40
735,^DJI,2009-02-27,2009-03-13,50
736,^DJI,2009-06-16,2009-07-16,40
737,^DJI,2009-08-05,2009-08-07,35
738,^DJI,2009-08-11,2009-08-13,35
739,^DJI,2009-08-17,2009-08-20,35
740,^DJI,2009-10-22,2009-11-09,30
741,^DJI,2010-01-15,2010-03-17,25
742,^DJI,2010-02-05,2010-02-10,30
743,^DJI,2010-05-06,2010-05-11,25
744,^DJI,2010-05-06,2010-05-07,30
745,^DJI,2010-05-14,2010-08-09,25
746,^DJI,2010-05-21,2010-05-24,30
747,^DJI,2010-05-25,2010-05-26,30
748,^DJI,2010-06-04,2010-06-11,30
749,^DJI,2010-06-29,2010-07-08,30
750,^DJI,2010-08-10,2010-09-21,25
751,^DJI,2010-08-25,2010-08-26,30
752,^DJI,2010-08-27,2010-08-30,30
753,^DJI,2010-09-23,2010-09-24,25
754,^DJI,2010-11-09,2010-12-13,20
755,^DJI,2011-02-23,2011-02-28,15
756,^DJI,2011-03-01,2011-03-04,15
757,^DJI,2011-03-07,2011-03-08,15
758,^DJI,2011-03-10,2011-03-24,15
759,^DJI,2011-06-07,2011-06-21,15
760,^DJI,2011-06-23,2011-06-29,15
761,^DJI,2011-08-01,2011-10-28,15
762,^DJI,2011-08-05,2011-08-30,20
763,^DJI,2011-08-09,2011-08-10,25
764,^DJI,2011-09-02,2011-09-16,20
765,^DJI,2011-09-19,2011-09-20,20
766,^DJI,2011-09-21,2011-10-11,20
767,^DJI,2011-09-22,2011-09-26,25
768,^DJI,2011-10-04,2011-10-05,25
769,^DJI,2011-10-18,2011-10-19,20
770,^DJI,2011-10-31,2011-12-06,15
771,^DJI,2011-11-23,2011-11-29,20
772,^DJI,2011-12-07,2011-12-22,15
773,^DJI,2012-06-04,2012-06-05,15
774,^DJI,2015-08-24,2015-08-25,15
775,^DJI,2016-01-20,2016-01-21,15
776,^DJI,2016-02-11,2016-02-12,15
777,^DJI,2018-12-20,2018-12-28,15
778,^DJI,2019-01-03,2019-01-07,15
779,^DJI,2020-02-28,2020-03-02,15
780,^DJI,2020-03-09,2020-05-28,15
781,^DJI,2020-03-11,2020-04-14,20
782,^DJI,2020-03-12,2020-04-07,25
783,^DJI,2020-03-16,2020-03-26,30
784,^DJI,2020-03-18,2020-03-24,35
785,^DJI,2020-04-15,2020-04-17,20
786,^DJI,2020-04-20,2020-04-27,20
787,^DJI,2020-05-01,2020-05-05,20
788,^DJI,2020-05-13,2020-05-18,20
789,^DJI,2020-05-29,2020-06-01,15
790,^DJI,2020-06-11,2020-06-16,15
791,^DJI,2020-06-26,2020-06-30,15
792,^DJI,2022-05-12,2022-05-13,15
793,^DJI,2022-05-18,2022-05-25,15
794,^STOXX50E,2007-08-16,2022-06-07,10
795,^STOXX50E,2008-01-21,2021-03-31,15
796,^STOXX50E,2008-01-22,2008-01-25,20
797,^STOXX50E,2008-02-11,2008-02-12,20
798,^STOXX50E,2008-03-03,2008-04-02,20
799,^STOXX50E,2008-03-17,2008-03-18,25
800,^STOXX50E,2008-04-14,2008-04-16,20
801,^STOXX50E,2008-06-06,2015-03-16,20
802,^STOXX50E,2008-06-20,2015-02-16,25
803,^STOXX50E,2008-07-11,2008-07-14,30
804,^STOXX50E,2008-07-15,2008-07-18,30
805,^STOXX50E,2008-09-05,2008-09-08,30
806,^STOXX50E,2008-09-11,2008-09-12,30
807,^STOXX50E,2008-09-15,2014-04-04,30
808,^STOXX50E,2008-09-30,2008-10-01,35
809,^STOXX50E,2008-10-06,2009-12-29,35
810,^STOXX50E,2008-10-08,2009-08-24,40
811,^STOXX50E,2008-10-24,2008-10-28,50
812,^STOXX50E,2008-11-20,2008-11-25,50
813,^STOXX50E,2008-12-01,2008-12-04,50
814,^STOXX50E,2008-12-05,2008-12-09,50
815,^STOXX50E,2009-01-14,2009-02-06,50
816,^STOXX50E,2009-02-10,2009-04-17,50
817,^STOXX50E,2009-03-06,2009-03-11,60
818,^STOXX50E,2009-04-20,2009-04-29,50
819,^STOXX50E,2009-07-08,2009-07-09,50
820,^STOXX50E,2009-07-10,2009-07-14,50
821,^STOXX50E,2009-09-01,2009-09-08,40
822,^STOXX50E,2009-10-30,2009-11-06,40
823,^STOXX50E,2009-12-30,2010-01-04,35
824,^STOXX50E,2010-01-12,2010-01-14,35
825,^STOXX50E,2010-01-15,2010-04-12,35
826,^STOXX50E,2010-01-28,2010-02-01,40
827,^STOXX50E,2010-02-04,2010-02-18,40
828,^STOXX50E,2010-02-23,2010-03-02,40
829,^STOXX50E,2010-04-16,2011-02-02,35
830,^STOXX50E,2010-05-04,2010-06-21,40
831,^STOXX50E,2010-06-22,2010-07-27,40
832,^STOXX50E,2010-07-30,2010-08-02,40
833,^STOXX50E,2010-08-11,2010-09-06,40
834,^STOXX50E,2010-09-07,2010-09-10,40
835,^STOXX50E,2010-09-23,2010-09-27,40
836,^STOXX50E,2010-09-28,2010-10-06,40
837,^STOXX50E,2010-11-23,2010-12-03,40
838,^STOXX50E,2011-02-22,2011-04-08,35
839,^STOXX50E,2011-03-15,2011-03-18,40
840,^STOXX50E,2011-04-11,2011-04-28,35
841,^STOXX50E,2011-05-04,2013-10-15,35
842,^STOXX50E,2011-06-08,2011-06-14,40
843,^STOXX50E,2011-06-15,2011-06-21,40
844,^STOXX50E,2011-06-23,2011-06-29,40
845,^STOXX50E,2011-07-11,2011-07-22,40
846,^STOXX50E,2011-07-25,2013-05-06,40
847,^STOXX50E,2011-08-08,2011-08-15,50
848,^STOXX50E,2011-08-16,2011-10-12,50
849,^STOXX50E,2011-10-18,2011-10-19,50
850,^STOXX50E,2011-10-20,2011-10-24,50
851,^STOXX50E,2011-11-01,2011-12-01,50
852,^STOXX50E,2011-12-08,2011-12-30,50
853,^STOXX50E,2012-01-09,2012-01-10,50
854,^STOXX50E,2012-04-13,2012-04-17,50
855,^STOXX50E,2012-04-19,2012-04-25,50
856,^STOXX50E,2012-04-27,2012-04-30,50
857,^STOXX50E,2012-05-02,2012-07-03,50
858,^STOXX50E,2012-07-05,2012-07-30,50
859,^STOXX50E,2012-08-02,2012-08-06,50
860,^STOXX50E,2013-06-03,2013-06-04,40
861,^STOXX50E,2013-06-05,2013-07-31,40
862,^STOXX50E,2013-08-28,2013-09-05,40
863,^STOXX50E,2013-12-04,2013-12-09,35
864,^STOXX50E,2013-12-10,2013-12-19,35
865,^STOXX50E,2014-01-31,2014-02-07,35
866,^STOXX50E,2014-03-14,2014-03-17,35
867,^STOXX50E,2014-04-07,2014-05-13,30
868,^STOXX50E,2014-05-14,2014-05-26,30
869,^STOXX50E,2014-07-08,2014-09-04,30
870,^STOXX50E,2014-09-24,2014-11-25,30
871,^STOXX50E,2014-10-13,2014-10-24,35
872,^STOXX50E,2014-10-30,2014-10-31,35
873,^STOXX50E,2014-12-04,2014-12-05,30
874,^STOXX50E,2014-12-09,2015-01-20,30
875,^STOXX50E,2014-12-16,2014-12-17,35
876,^STOXX50E,2015-02-17,2015-02-18,25
877,^STOXX50E,2015-03-17,2015-03-20,20
878,^STOXX50E,2015-03-26,2015-03-30,20
879,^STOXX50E,2015-04-29,2015-05-21,20
880,^STOXX50E,2015-05-26,2015-07-17,20
881,^STOXX50E,2015-06-09,2015-06-10,25
882,^STOXX50E,2015-06-15,2015-06-19,25
883,^STOXX50E,2015-06-30,2015-07-01,25
884,^STOXX50E,2015-07-03,2015-07-10,25
885,^STOXX50E,2015-07-21,2015-08-06,20
886,^STOXX50E,2015-08-07,2017-10-31,20
887,^STOXX50E,2015-08-20,2015-11-04,25
888,^STOXX50E,2015-08-24,2015-08-27,30
889,^STOXX50E,2015-09-01,2015-09-03,30
890,^STOXX50E,2015-09-04,2015-09-08,30
891,^STOXX50E,2015-09-11,2015-09-16,30
892,^STOXX50E,2015-09-18,2015-10-07,30
893,^STOXX50E,2015-10-13,2015-10-15,30
894,^STOXX50E,2015-11-05,2015-11-19,25
895,^STOXX50E,2015-11-20,2015-11-26,25
896,^STOXX50E,2015-12-03,2017-03-20,25
897,^STOXX50E,2015-12-11,2015-12-16,30
898,^STOXX50E,2015-12-22,2015-12-23,30
899,^STOXX50E,2016-01-04,2016-12-14,30
900,^STOXX50E,2016-01-14,2016-01-25,35
901,^STOXX50E,2016-01-26,2016-01-27,35
902,^STOXX50E,2016-01-28,2016-01-29,35
903,^STOXX50E,2016-02-02,2016-03-02,35
904,^STOXX50E,2016-02-09,2016-02-15,40
905,^STOXX50E,2016-03-08,2016-03-09,35
906,^STOXX50E,2016-03-10,2016-03-11,35
907,^STOXX50E,2016-04-01,2016-04-14,35
908,^STOXX50E,2016-05-03,2016-05-25,35
909,^STOXX50E,2016-06-10,2016-06-23,35
910,^STOXX50E,2016-06-24,2016-07-27,35
911,^STOXX50E,2016-06-24,2016-06-29,40
912,^STOXX50E,2016-07-06,2016-07-07,40
913,^STOXX50E,2016-07-28,2016-08-08,35
914,^STOXX50E,2016-08-19,2016-08-26,35
915,^STOXX50E,2016-09-14,2016-09-21,35
916,^STOXX50E,2016-09-27,2016-09-28,35
917,^STOXX50E,2016-09-30,2016-10-03,35
918,^STOXX50E,2016-10-13,2016-10-14,35
919,^STOXX50E,2016-11-04,2016-11-08,35
920,^STOXX50E,2016-11-09,2016-11-10,35
921,^STOXX50E,2017-03-21,2017-03-24,25
922,^STOXX50E,2017-03-27,2017-03-28,25
923,^STOXX50E,2017-04-18,2017-04-24,25
924,^STOXX50E,2017-08-10,2017-08-15,25
925,^STOXX50E,2017-08-18,2017-08-22,25
926,^STOXX50E,2017-08-28,2017-09-07,25
927,^STOXX50E,2017-11-07,2018-01-23,20
928,^STOXX50E,2018-01-24,2019-11-05,20
929,^STOXX50E,2018-02-06,2018-02-26,25
930,^STOXX50E,2018-03-01,2018-04-13,25
931,^STOXX50E,2018-05-29,2018-06-04,25
932,^STOXX50E,2018-06-08,2018-06-11,25
933,^STOXX50E,2018-06-19,2018-06-20,25
934,^STOXX50E,2018-06-21,2018-07-06,25
935,^STOXX50E,2018-07-11,2018-07-13,25
936,^STOXX50E,2018-08-10,2018-08-27,25
937,^STOXX50E,2018-08-30,2019-04-05,25
938,^STOXX50E,2018-10-12,2018-10-16,30
939,^STOXX50E,2018-10-19,2018-11-02,30
940,^STOXX50E,2018-11-06,2018-11-07,30
941,^STOXX50E,2018-11-12,2019-02-18,30
942,^STOXX50E,2018-12-21,2019-01-07,35
943,^STOXX50E,2019-04-09,2019-04-15,25
944,^STOXX50E,2019-05-06,2019-06-19,25
945,^STOXX50E,2019-06-27,2019-06-28,25
946,^STOXX50E,2019-08-02,2019-09-05,25
947,^STOXX50E,2019-10-02,2019-10-07,25
948,^STOXX50E,2019-10-08,2019-10-10,25
949,^STOXX50E,2019-11-21,2019-11-22,20
950,^STOXX50E,2019-12-02,2019-12-09,20
951,^STOXX50E,2019-12-10,2019-12-11,20
952,^STOXX50E,2020-01-31,2020-02-04,20
953,^STOXX50E,2020-02-24,2021-02-08,20
954,^STOXX50E,2020-02-27,2020-11-11,25
955,^STOXX50E,2020-03-09,2020-06-04,30
956,^STOXX50E,2020-03-09,2020-05-26,35
957,^STOXX50E,2020-03-12,2020-04-07,40
958,^STOXX50E,2020-05-14,2020-05-15,40
959,^STOXX50E,2020-06-11,2020-06-17,30
960,^STOXX50E,2020-06-24,2020-06-30,30
961,^STOXX50E,2020-07-01,2020-07-02,30
962,^STOXX50E,2020-07-30,2020-08-04,30
963,^STOXX50E,2020-09-21,2020-10-06,30
964,^STOXX50E,2020-10-15,2020-10-19,30
965,^STOXX50E,2020-10-21,2020-11-09,30
966,^STOXX50E,2020-10-28,2020-11-03,35
967,^STOXX50E,2020-11-12,2020-11-16,25
968,^STOXX50E,2020-12-21,2020-12-22,25
969,^STOXX50E,2021-02-09,2021-02-15,20
970,^STOXX50E,2021-02-23,2021-02-24,20
971,^STOXX50E,2021-02-26,2021-03-02,20
972,^STOXX50E,2021-03-05,2021-03-08,20
973,^STOXX50E,2022-02-24,2022-03-29,15
974,^STOXX50E,2022-03-04,2022-03-14,20
975,^STOXX50E,2022-03-07,2022-03-08,25
976,^STOXX50E,2022-03-15,2022-03-16,20
977,^STOXX50E,2022-04-06,2022-04-21,15
978,^STOXX50E,2022-04-22,2022-06-07,15
979,^STOXX50E,2022-05-06,2022-05-16,20
980,^STOXX50E,2022-05-19,2022-05-27,20
981,^FTSE,1984-05-30,2022-06-07,10
982,^FTSE,1987-10-19,1989-02-08,15
983,^FTSE,1987-10-20,1989-01-27,20
984,^FTSE,1987-10-20,1987-10-21,25
985,^FTSE,1987-10-22,1988-03-18,25
986,^FTSE,1987-10-26,1987-10-30,30
987,^FTSE,1987-11-02,1987-12-21,30
988,^FTSE,1987-11-04,1987-11-06,35
989,^FTSE,1987-11-09,1987-11-11,35
990,^FTSE,1987-11-30,1987-12-08,35
991,^FTSE,1987-12-10,1987-12-11,35
992,^FTSE,1987-12-29,1987-12-30,30
993,^FTSE,1987-12-31,1988-01-05,30
994,^FTSE,1988-01-13,1988-01-14,30
995,^FTSE,1988-02-08,1988-02-11,30
996,^FTSE,1988-03-21,1988-06-15,25
997,^FTSE,1988-06-17,1988-06-20,25
998,^FTSE,1988-06-21,1988-06-22,25
999,^FTSE,1988-06-27,1988-06-29,25
1000,^FTSE,1988-07-25,1988-08-01,25
1001,^FTSE,1988-08-10,1988-10-10,25
1002,^FTSE,1988-09-09,1988-09-12,30
1003,^FTSE,1988-10-11,1988-10-17,25
1004,^FTSE,1988-10-25,1988-10-26,25
1005,^FTSE,1988-11-02,1989-01-13,25
1006,^FTSE,1989-02-09,1989-03-14,15
1007,^FTSE,1989-03-17,1989-04-27,15
1008,^FTSE,1989-06-02,1989-06-07,15
1009,^FTSE,1989-10-16,1989-10-17,15
1010,^FTSE,1989-10-27,1989-10-30,15
1011,^FTSE,1990-04-27,1990-05-01,15
1012,^FTSE,1990-08-21,1990-08-28,15
1013,^FTSE,1990-09-07,1990-09-10,15
1014,^FTSE,1990-09-14,1990-10-08,15
1015,^FTSE,1990-09-21,1990-09-24,20
1016,^FTSE,1990-09-28,1990-10-01,20
1017,^FTSE,1990-10-10,1990-10-23,15
1018,^FTSE,1990-10-25,1990-11-22,15
1019,^FTSE,1991-01-03,1991-01-04,15
1020,^FTSE,1991-01-08,1991-01-30,15
1021,^FTSE,1992-08-10,1992-08-17,15
1022,^FTSE,1992-08-24,1992-09-04,15
1023,^FTSE,1992-09-09,1992-09-11,15
1024,^FTSE,1992-09-16,1992-09-17,15
1025,^FTSE,1994-05-26,1994-06-09,15
1026,^FTSE,1994-06-14,1994-06-15,15
1027,^FTSE,1994-06-20,1994-07-14,15
1028,^FTSE,1994-09-23,1994-09-28,15
1029,^FTSE,1994-09-29,1994-10-10,15
1030,^FTSE,1994-10-25,1994-10-28,15
1031,^FTSE,1994-12-06,1994-12-19,15
1032,^FTSE,1995-01-20,1995-02-02,15
1033,^FTSE,1995-02-22,1995-02-23,15
1034,^FTSE,1995-02-27,1995-03-01,15
1035,^FTSE,1995-03-06,1995-03-13,15
1036,^FTSE,1997-10-28,1997-10-29,15
1037,^FTSE,1998-08-28,1998-09-08,15
1038,^FTSE,1998-09-10,1998-09-16,15
1039,^FTSE,1998-09-17,1998-10-29,15
1040,^FTSE,1998-09-21,1998-09-22,20
1041,^FTSE,1998-10-01,1998-10-13,20
1042,^FTSE,1998-10-08,1998-10-09,25
1043,^FTSE,1998-10-14,1998-10-15,20
1044,^FTSE,2001-02-23,2001-02-26,15
1045,^FTSE,2001-02-27,2001-03-06,15
1046,^FTSE,2001-03-12,2001-04-30,15
1047,^FTSE,2001-03-14,2001-03-15,20
1048,^FTSE,2001-03-16,2001-03-28,20
1049,^FTSE,2001-03-29,2001-03-30,20
1050,^FTSE,2001-04-02,2001-04-09,20
1051,^FTSE,2001-05-02,2001-05-22,15
1052,^FTSE,2001-05-23,2001-06-08,15
1053,^FTSE,2001-06-11,2006-03-14,15
1054,^FTSE,2001-06-26,2001-06-29,20
1055,^FTSE,2001-07-05,2005-12-22,20
1056,^FTSE,2001-09-06,2001-11-09,25
1057,^FTSE,2001-09-11,2001-10-04,30
1058,^FTSE,2001-09-21,2001-09-26,35
1059,^FTSE,2001-11-12,2001-11-14,25
1060,^FTSE,2001-11-15,2001-11-16,25
1061,^FTSE,2001-11-28,2001-12-06,25
1062,^FTSE,2001-12-10,2002-01-03,25
1063,^FTSE,2002-01-09,2002-03-07,25
1064,^FTSE,2002-03-12,2002-03-13,25
1065,^FTSE,2002-03-25,2002-03-28,25
1066,^FTSE,2002-04-04,2002-04-17,25
1067,^FTSE,2002-04-19,2002-05-15,25
1068,^FTSE,2002-05-17,2005-07-11,25
1069,^FTSE,2002-06-07,2002-06-10,30
1070,^FTSE,2002-06-12,2005-02-02,30
1071,^FTSE,2002-06-21,2002-06-24,35
1072,^FTSE,2002-06-26,2002-06-27,35
1073,^FTSE,2002-07-03,2002-07-08,35
1074,^FTSE,2002-07-09,2004-03-02,35
1075,^FTSE,2002-07-15,2002-08-09,40
1076,^FTSE,2002-08-13,2002-08-15,40
1077,^FTSE,2002-09-02,2003-06-18,40
1078,^FTSE,2003-01-27,2003-01-30,50
1079,^FTSE,2003-03-07,2003-03-14,50
1080,^FTSE,2003-06-19,2003-08-12,40
1081,^FTSE,2003-08-29,2003-09-02,40
1082,^FTSE,2003-09-26,2003-10-03,40
1083,^FTSE,2004-03-03,2004-03-04,35
1084,^FTSE,2004-03-11,2004-04-19,35
1085,^FTSE,2004-04-29,2004-05-05,35
1086,^FTSE,2004-05-06,2004-09-06,35
1087,^FTSE,2005-04-18,2005-05-05,30
1088,^FTSE,2005-05-13,2005-05-16,30
1089,^FTSE,2005-07-18,2005-07-25,25
1090,^FTSE,2005-10-19,2005-10-31,25
1091,^FTSE,2006-05-15,2006-07-31,15
1092,^FTSE,2006-05-22,2006-05-24,20
1093,^FTSE,2006-06-13,2006-06-16,20
1094,^FTSE,2006-08-01,2006-09-04,15
1095,^FTSE,2006-09-07,2006-09-28,15
1096,^FTSE,2006-10-03,2006-10-04,15
1097,^FTSE,2007-08-16,2007-08-20,15
1098,^FTSE,2008-01-17,2008-02-04,15
1099,^FTSE,2008-01-22,2008-01-24,20
1100,^FTSE,2008-02-05,2008-02-26,15
1101,^FTSE,2008-02-29,2008-04-07,15
1102,^FTSE,2008-03-17,2008-03-26,20
1103,^FTSE,2008-04-10,2008-04-17,15
1104,^FTSE,2008-06-06,2010-12-22,15
1105,^FTSE,2008-06-26,2008-08-29,20
1106,^FTSE,2008-07-15,2008-07-18,25
1107,^FTSE,2008-09-03,2010-03-08,20
1108,^FTSE,2008-09-15,2008-09-22,25
1109,^FTSE,2008-09-18,2008-09-22,30
1110,^FTSE,2008-09-23,2009-10-15,25
1111,^FTSE,2008-09-29,2008-10-01,30
1112,^FTSE,2008-10-02,2009-08-26,30
1113,^FTSE,2008-10-07,2009-01-05,35
1114,^FTSE,2008-10-10,2008-10-14,40
1115,^FTSE,2008-10-15,2008-10-21,40
1116,^FTSE,2008-10-22,2008-10-30,40
1117,^FTSE,2008-11-12,2008-11-28,40
1118,^FTSE,2008-12-01,2008-12-09,40
1119,^FTSE,2009-01-07,2009-07-24,35
1120,^FTSE,2009-01-14,2009-01-28,40
1121,^FTSE,2009-01-29,2009-02-06,40
1122,^FTSE,2009-02-12,2009-04-30,40
1123,^FTSE,2009-03-09,2009-03-10,50
1124,^FTSE,2009-07-08,2009-07-14,40
1125,^FTSE,2009-07-29,2009-07-30,35
1126,^FTSE,2009-08-27,2009-08-28,30
1127,^FTSE,2009-09-01,2009-09-08,30
1128,^FTSE,2009-10-16,2009-10-20,25
